ok,ttft_s,total_s,output_tokens,tpot_s
True,0.5627470000035828,3.497113375000481,79,0.03762008173072946
True,0.6521633749944158,3.6555368330009514,79,0.03850478792316071
True,0.3901142920003622,5.061059624997142,127,0.03707099470632365
True,0.5239434999966761,5.212127957995108,128,0.036914838251956156
True,0.5220027920004213,5.224011749996862,127,0.03731753141267016
True,0.5329388339960133,5.2242076249967795,128,0.03693912433858871
True,0.5617701250012033,5.235283916998014,128,0.03679932119682528
True,0.6640073330054292,5.317783375001454,128,0.03664390584248839
True,0.21720112500042887,3.3331164170012926,79,0.03994763194872902
True,0.2734067089986638,3.282420875002572,71,0.04298591665719868
True,0.46367204200214474,5.268316292000236,128,0.03783184448817395
True,0.47150420900288736,5.115218291997735,128,0.03656467781885707
True,0.2322727919963654,5.050016667002637,127,0.03823606250004978
True,0.33109937499830266,5.088067083001079,128,0.03745643864569115
True,0.27781312500155764,5.101773166003113,128,0.03798393733072091
True,0.6997483340019244,5.381639459003054,128,0.03686528444882779
True,0.37498962500103517,4.99137033399893,128,0.03634945440155823
True,0.4165877499981434,5.082417541001632,127,0.03703039516669435
True,0.2538292499957606,4.931508874993597,128,0.03683212303147902
True,0.6963738330014166,3.5880684580042725,79,0.03707300801285713
True,0.7420447920012521,6.234705374998157,128,0.043249295929109484
True,0.3885429580041091,5.108601625004667,128,0.03716581627559494
True,0.38765895800315775,5.108067458000733,127,0.037463559523790275
True,0.3643834169997717,5.075659417001589,128,0.03709666141733714
True,0.30517833300109487,3.305162416996609,79,0.038461334410198895
True,0.2871748329998809,2.9564850000024308,71,0.038133002385750715
True,0.24520208300236845,5.003849375003483,128,0.03746966371654421
True,0.2869511250028154,4.932666166001582,128,0.036580433393691075
True,0.8906081669993,5.274302708996402,127,0.03479122652378652
True,0.33908154199889395,5.110977333999472,128,0.03757398261417778
True,0.35003154200239806,5.124151666997932,128,0.037591497047208926
True,0.3175357919972157,5.004471792002732,128,0.03690500787405919
True,0.3024315420043422,3.0234341670002323,71,0.038871466071369855
True,0.3084857499998179,5.041626250000263,127,0.037564607142860675
True,0.38993499999924097,5.188908625001204,128,0.037787193897653254
True,0.39007008299813606,5.18915291599842,128,0.037788053803151846
True,0.5822613749987795,5.323421082997811,128,0.037331966204716786
True,0.2953038749983534,2.9367314580013044,71,0.037734679757185016
True,0.42859279199910816,5.162543334001384,127,0.03757103604763711
True,0.2847977909987094,4.994653665999067,128,0.03708547933071148
True,0.28088008299528155,5.0900920829953975,128,0.03786781102362296
True,0.278547082998557,5.231734332999622,128,0.039001474409457206
True,0.45187316599913174,3.2149071249950794,79,0.03542351229481984
True,0.40614020800421713,5.0727187910015346,127,0.03703633796029617
True,0.40542116700089537,5.084845333003614,128,0.03684585957482455
True,0.4829273329960415,4.988824125000974,128,0.03547950229925144
True,0.38511429200298153,5.097447167005157,128,0.03710498326773366
True,0.3526984580021235,5.080288707998989,127,0.03752055753965766
