ok,ttft_s,total_s,output_tokens,tpot_s
True,0.5742666669975733,8.020926749995851,127,0.05910047684919268
True,0.3518291660002433,7.978523457997653,128,0.060052710960609525
True,0.4971674590051407,8.12411004200112,128,0.060054666007842365
True,0.30042329199932283,7.985726209000859,127,0.06099446759525028
True,0.3453783330041915,7.8044035409984645,128,0.05873248195271081
True,0.33000962500227615,7.788553042002604,128,0.05872868832283723
True,0.35055529099918203,7.804157416001544,128,0.058689780511829624
True,0.35634187499817926,7.675030916994729,128,0.05762747277162637
True,0.3784474999993108,7.6901150419944315,127,0.05802910747615175
True,0.3661837499967078,7.677869957995426,128,0.057572332346446604
True,0.3728356670035282,7.684656084005837,128,0.057573389110254405
True,0.34813737500371644,7.652529582999705,128,0.057514899275558966
True,0.5807856249957695,7.810864166000101,128,0.05692975229137269
True,0.39859270799934166,7.632564665997052,128,0.056960409118092206
True,0.6388252079996164,7.872850290994393,127,0.057412897484085526
True,0.3846335830021417,7.615976416003832,127,0.0573916097857277
True,0.3341962499980582,7.604196874999616,128,0.05724409940946108
True,0.34853741700499086,7.618759292003233,128,0.05724584153541923
True,0.3040566670024418,7.662649042002158,128,0.05794167224409225
True,0.4487309579999419,7.621462625000277,128,0.05647820210236484
True,0.4652610420016572,7.63815008399979,128,0.056479441275575845
True,0.4670661249983823,7.640001833999122,127,0.05692806118254555
True,0.4370470830035629,7.483585832997051,128,0.05548455708656289
True,0.47255262499675155,7.448259665994556,128,0.0549268270944709
True,0.3358706250000978,7.401486916001886,128,0.05563477394489597
True,0.3812957499976619,7.392707375001919,128,0.05520796555121462
True,0.6433128330027102,7.616829541999323,128,0.0549095803858001
True,0.7099690000031842,7.680167334001453,127,0.055319034396811656
True,0.7371959590018378,7.6395380000030855,127,0.05478049238889879
True,0.3355494159986847,7.381571875004738,128,0.05548049180319727
True,0.398494250002841,7.292063083004905,128,0.05428006955119735
True,0.36230308299855096,7.236443957997835,127,0.05455667361110543
True,0.37179124999966007,7.244349458997021,128,0.05411463156690836
True,0.6127785839998978,7.238832542003365,128,0.05217365321262573
True,0.5142111249951995,7.184647832997143,128,0.05252312368505468
