ok,ttft_s,total_s,output_tokens,tpot_s
True,0.6335021249979036,5.7145908329985105,79,0.06514216292308471
True,0.6352600829995936,5.736921749994508,79,0.06540591880762711
True,0.7327265829953831,5.778690999999526,79,0.06469185150005312
True,0.7347814579989063,5.778567166998982,79,0.06466391934615483
True,0.7376885410048999,5.798435458003951,79,0.06488137073075706
True,0.7455662499996834,5.807650249997096,79,0.06489851282047965
True,0.9381488330036518,5.828657916004886,79,0.06269883439745172
True,0.9400492920030956,5.830018500004371,79,0.06269191292309327
True,0.9394524170056684,5.83379620800406,79,0.0627479973204922
True,0.9371767499978887,5.837657249998301,79,0.06282667307692837
True,0.9402048749980167,5.837939375000133,79,0.06279146794874507
True,1.1679322499985574,5.903732541002682,79,0.06071538834620673
True,1.1921824579985696,5.962119791001896,79,0.06115304273081188
True,1.1532262500040815,9.422049291002622,127,0.0656255796904646
True,0.6338945829993463,9.42336712499673,127,0.06975771858728082
True,0.9382533750031143,9.423967665999953,128,0.06681664796060503
True,0.9384363749995828,9.428583000000799,128,0.06685154822835604
True,0.7322058339996147,9.429073250001238,127,0.06902275726985416
True,0.7324156670001685,9.430168250000861,127,0.0690297824047674
True,1.1624580419957056,9.5702790419964,128,0.06620331496063539
True,0.7336483330000192,9.571347165998304,128,0.06958817978738807
True,0.9387154579962953,9.571864749996166,128,0.06797755348031394
True,0.6328535409993492,9.591444290999789,128,0.07054008464567275
True,1.1532807080002385,9.591371374997834,127,0.06696897354759997
True,1.163241709000431,9.59353758400539,127,0.06690711011908697
True,0.6313837499983492,9.592628332997265,128,0.0705609809684954
True,0.7333832079966669,9.762498625001172,128,0.07109539698428743
True,1.1541502920008497,9.762484167004004,127,0.06832011011907266
True,0.9306153750003432,9.764463332998275,128,0.0695578579369916
True,0.9412660830057575,9.764486708001641,127,0.07002556051584034
True,0.9399490830037394,9.765310415998101,128,0.06949103411806584
True,1.1623204999996233,9.766290041996399,128,0.06774779166926595
True,1.1630657500063535,9.767159499999252,127,0.06828645833327697
True,1.1624108329997398,9.775101457998971,128,0.06781646161416718
True,1.1923462500053574,9.932454917005089,128,0.06881975328346245
True,1.1629939590056892,9.935291334004432,128,0.06907320767715545
True,0.9408405409994884,9.973304458006169,128,0.07112176312603685
True,0.9381761660042685,10.123134583001956,128,0.07232250722045423
True,0.9386080830008723,10.13717620800162,128,0.07242967027559644
True,0.632916833004856,10.235292750003282,128,0.07560925918896398
True,0.7323399590022746,10.242341791999934,128,0.07488190419683197
True,1.1609830840025097,10.243718709003588,127,0.07208520337302443
True,1.1526206669950625,10.42612187499617,128,0.07301969455118983
True,0.34424208300333703,4.7597771670043585,79,0.05660942415385925
True,0.3270472080039326,4.767791458005377,79,0.056932618589762105
True,0.9395789159971173,10.744775749997643,128,0.07720627428346871
True,0.5333542919979664,4.926146083002095,79,0.056317843474411905
True,0.9414302079967456,10.757355749999988,128,0.07729075229923812
True,1.1617945000034524,10.7564803330024,128,0.0755487073464484
True,0.9371222089976072,10.756702792001306,128,0.07731953214963543
True,0.9373867500034976,11.04918491600256,128,0.07962045799999261
True,0.7350234999976237,11.055099500001234,127,0.08190536507939374
True,1.167231792001985,11.059358042002714,128,0.07789075787402149
True,1.166342040996824,11.064367290993687,128,0.07793720669288869
True,0.9412293330024113,11.076036708000174,127,0.0804349791666489
True,0.9402219580006204,11.075770292001835,127,0.08044085979366043
True,0.9404357919993345,11.154240500000014,128,0.0804236591181156
True,0.7349900829940452,11.15662587499537,128,0.08206012434646713
True,0.6335170000020298,11.171048333002545,128,0.08297268766142138
True,0.7340387500007637,11.193740707996767,128,0.08235985793697641
True,0.9405281670042314,11.215684709000925,128,0.08090674442517082
True,1.1663882499997271,11.217961415997706,128,0.07914624540155889
True,0.9403820830048062,11.218012125005771,128,0.0809262208031572
True,0.5200012499990407,11.462764000003517,128,0.08616348622050769
True,1.1903849160007667,12.013522082997952,128,0.08522155249604083
True,1.1659401670040097,12.096157959000266,128,0.08606470702359256
True,0.6353612499951851,12.293345791993488,128,0.09179515387400239
True,0.2986883339981432,7.66826541699993,128,0.058028166007888085
True,0.3653252500007511,7.7568955840033595,128,0.05820134121261896
True,0.32899779100262094,7.644770750004682,128,0.0576045114882052
True,0.3669174579990795,7.721128500001214,128,0.05790717355907193
True,0.3746049160035909,7.736442375004117,128,0.057967224086618314
True,0.32055899999977555,7.619437082998047,128,0.05747148096849033
True,0.5687721249996684,7.861791499999526,127,0.057881106150792526
True,0.5817395000049146,7.857992750003177,127,0.05774804166665288
True,0.5836338749941206,7.860016582999378,128,0.05729435203153747
True,0.6526424170006067,7.915479959003278,128,0.0571876971811234
True,0.39996112499648007,6.071847291001177,79,0.07271648930775253
True,0.30832770800043363,5.159156333000283,79,0.06219011057692114
True,0.3129835829968215,5.835736542001541,79,0.07080452511544512
True,0.4070098340016557,5.16075708399876,79,0.060945477564065445
True,0.412896499998169,5.16454079200048,79,0.06091851656413219
True,0.4383024580019992,7.176940541001386,79,0.08639279593588957
True,0.4396950000009383,7.885190792003414,127,0.05909123644446409
True,0.4385205840007984,7.891833958994539,128,0.05868750688971449
True,0.5497803329999442,7.848520917003043,79,0.09357359723080896
True,0.44331641600001603,8.000632415998552,128,0.059506425196838866
True,0.41378241700294893,5.167064167006174,79,0.06093950961542596
True,0.45391533299698494,6.244722666000598,79,0.07424111965389248
True,0.39998841699707555,8.136123832999147,128,0.060914452094504495
True,0.42279479099670425,8.15904020799644,128,0.06091531824409241
True,0.5297068340005353,8.151415583997732,128,0.06001345472438738
True,0.5292313749960158,8.153460542001994,127,0.060509755293698245
True,0.40228675000253133,8.112287833006121,128,0.06070866994491016
True,0.40187800000421703,8.1189090830012,128,0.06076402427556679
True,0.4042121250022319,8.120698875005473,127,0.06124195833335906
True,0.40905612500500865,8.12278129200422,128,0.06073799344093867
True,0.41556329099694267,8.122214374998293,128,0.060682292000010636
True,0.34784570900228573,8.080625875001715,128,0.060888032803145115
True,0.3576439999960712,8.085131374995399,128,0.060846357283459274
True,0.5643258749987581,8.301702292003029,127,0.06140774934130373
True,0.3160256249975646,8.127431374996377,128,0.06150713188975442
True,0.30591508300130954,8.117522250002366,127,0.061996882277786165
True,0.40592970800207695,8.510121207997145,79,0.1038998910255778
True,0.31404154100164305,8.110242124996148,128,0.061387406173185076
True,0.3263901249956689,8.132675041000766,128,0.06146681036224486
True,0.528999832997215,8.86832958299783,128,0.0656640137795324
True,0.5517297080004937,8.895533290997264,128,0.06569924081099819
True,0.33013666599435965,8.121042707993183,128,0.06134571686613247
True,0.36585720899893204,8.57634629200038,71,0.11729270118573498
True,0.3441267919988604,8.068813750003756,127,0.0613070393492452
True,0.34375,5.230808499996783,79,0.0626545961538049
True,0.383690458998899,8.103951208999206,128,0.060789454724411864
True,0.3072143329991377,8.26053750000574,128,0.06262459186619371
True,0.3199667500011856,8.292017625004519,128,0.06277205413388451
True,0.4114980409940472,8.321096166000643,127,0.06277458829370314
True,1.7378890840045642,9.651663083997846,127,0.06280773015867684
True,0.41202783400513,8.326981792000879,128,0.062322472110202747
True,1.7280786659976002,9.663272040997981,128,0.062481837598428194
True,2.159052957998938,5.547702583004138,79,0.04344422596160513
True,0.4798945000002277,8.199560458000633,128,0.060784771322837834
True,0.4563233329972718,8.265534040998318,128,0.06148984809449643
True,0.4536054579948541,8.263136249996023,128,0.06149236844095409
True,0.3971404170006281,8.47327783399669,127,0.06409632870631796
True,0.4013040420031757,8.47932808400219,128,0.06360648851967729
True,0.4153507910014014,8.396695625000575,127,0.06334400661904106
True,0.4099316669962718,8.42059179199714,128,0.0630760639763848
True,0.7248342919992865,8.599521584001195,128,0.062005411748046524
True,0.5520318330018199,8.219716375002463,127,0.06085463922222732
True,0.41207333400234347,8.83191354200244,128,0.06629795439370155
True,0.7245012499988661,9.11179033400549,128,0.06604164633076083
True,0.49272641699644737,8.356840041997202,128,0.061922154527565
True,0.3048394159995951,8.435428374999901,128,0.06402038550393942
True,0.3429186249995837,8.419920874999661,128,0.06359844291338644
True,0.36266204099956667,8.322676999996474,128,0.06267728314170794
True,0.3429997089988319,8.215342084004078,128,0.06198694783468698
True,0.29857104199618334,8.381798709000577,128,0.06364746194491648
True,0.33523020899883704,8.226346292001836,128,0.062134772307110224
True,0.3208841660016333,5.5989269580022665,79,0.0676672152820594
True,0.35383058300067205,8.538014290999854,127,0.06495383895237446
True,0.39442270799918333,8.370912708000105,127,0.0633054761904835
True,0.3380184170018765,4.61726479200297,71,0.0611320910714442
True,0.6232813330061617,4.813215417001629,71,0.059856201199935254
True,0.37162337500194553,10.882777124999848,128,0.0827649901574638
True,0.36669037499814294,5.015273291995982,79,0.059597216884587675
True,0.3996709170023678,4.983542041998589,79,0.058767578525592584
True,0.3215446250032983,5.019212042003346,79,0.06022650534615446
True,0.37645891700231005,7.971536999997625,128,0.05980376443303397
True,0.331309124994732,7.918562874998315,128,0.059742155511839236
True,0.5834364580005058,8.167755583002872,127,0.06019300892859021
True,0.3877583749999758,7.9829832920004264,128,0.05980492060630276
True,0.9145783330022823,5.4374572500018985,79,0.05798562714102072
True,0.3486752500029979,4.943165875003615,79,0.058903725961546374
True,0.8174853339951369,5.400496041998849,79,0.05875654753850913
True,0.4054329580030753,7.890075291004905,128,0.05893419159843961
True,0.32069545900594676,4.9208017090059,79,0.058975721153845556
True,0.3412583339959383,7.869404999997641,128,0.05927674540158821
