ok,ttft_s,total_s,output_tokens,tpot_s
True,1.3543323749981937,5.501453292003134,79,0.05316821688467872
True,1.485561958004837,5.587022667001293,79,0.052582829602518665
True,1.5196988339957898,5.6186723339997116,79,0.052550942307742585
True,1.4921819590017549,5.825663625000743,79,0.05555745725639728
True,1.3546412910000072,5.825686083000619,79,0.05732108707693092
True,1.35431575000257,5.82540025000344,79,0.05732159615385731
True,1.4917882919980912,5.828030749995378,79,0.05559285202560624
True,1.211424667002575,7.940138542006025,127,0.053402491071455956
True,1.2109914159955224,7.940148665999004,127,0.05340600992066255
True,1.2106547090006643,7.941050624998752,128,0.05299524343305581
True,1.248022250001668,8.018019082999672,128,0.05330706167714964
True,1.353146082998137,8.068597749996115,128,0.05287757218108644
True,1.3530862499974319,8.069230749999406,128,0.052883027559070664
True,1.3369304579973686,8.069143332999374,128,0.053009550196866186
True,1.3531815000023926,8.138476166997862,128,0.053427517062956446
True,1.3530859170059557,8.138731333005126,128,0.053430278866135196
True,1.3535086249976302,8.16561762499623,128,0.05363865354329606
True,1.3543832499999553,8.16584850000072,128,0.05363358464567532
True,1.4196609999999055,8.176848666997103,128,0.05320620210234014
True,1.4901940420022584,8.204933332999644,128,0.05287196292123926
True,1.4854792920014006,8.204976875000284,128,0.052909429787392784
True,1.4856526250005118,8.205566291995638,127,0.05333264815075497
True,1.485823499999242,8.206142208000529,128,0.05291589533859281
True,1.4907705410005292,8.217919875001826,127,0.05339007407937537
True,1.5477845419954974,8.220380874998227,128,0.05254012860632071
True,1.5477504999944358,8.220328082999913,128,0.05253998096854706
True,1.5177020830014953,8.220447416999377,128,0.05277752231494395
True,1.5479775830026483,8.225962750002509,128,0.05258256037007764
True,1.128656167005829,8.226277917005064,127,0.05633033134920027
True,1.3542002500034869,8.38929562499834,128,0.055394451771613014
True,1.5476909169956343,8.389698541999678,127,0.05430164781749241
True,1.4207127919944469,8.390428541999427,128,0.05487965157484236
True,0.4765572910037008,4.366112791001797,79,0.049866096153821746
True,0.5672028749977471,6.9475925829974585,127,0.050638013555553266
