ok,ttft_s,total_s,output_tokens,tpot_s
True,0.5078575830048067,4.634946333004336,79,0.0529113942307632
True,0.6783692500030156,7.064695416003815,128,0.0502860328031559
True,0.4532610000023851,6.883573041995987,127,0.05103422255550478
True,0.37513254200166557,4.497085582996078,79,0.052845551807620676
True,0.3660906250006519,4.488892000001215,79,0.0528564278846226
True,0.4760905839939369,6.892196124994371,128,0.050520516070869555
True,0.41597808299411554,4.542434208000486,79,0.05290328365392783
True,0.47405358299874933,6.891633332998026,128,0.050532124015742336
True,0.9943119589952403,5.045003125000221,79,0.05193193802570489
True,1.4336216670053545,7.71010437500081,128,0.049421123685003586
True,0.6031849999999395,7.234163375003845,128,0.05221242814963706
True,0.601811667002039,7.262130832998082,128,0.05244345799996884
True,0.5308435830011149,7.188970415998483,127,0.05284227645236007
True,0.47893987499992363,7.138838124999893,128,0.05244014370078716
True,0.38708429200050887,7.107931999998982,128,0.052920060692901366
True,0.4254244589974405,7.14813845900062,128,0.05293475590553685
True,0.5240190000040457,7.24511862500367,128,0.052922044291335624
True,0.3726136250043055,7.189465000003111,128,0.05367599507873075
True,0.48399116699874867,7.244008125002438,128,0.05322847998428101
True,0.44289637499605305,7.2273013750018436,127,0.053844484127030086
True,0.4655318330042064,7.210477625005296,128,0.05310980938583536
True,0.40287199999875156,7.140582959000312,128,0.05305284219686268
True,0.4014642920010374,7.147403832997952,128,0.053117634181078066
True,0.4820179580055992,7.215341708004416,127,0.053439077380942994
True,0.8223441660011304,7.5751435830025,128,0.053171648952766694
True,0.92535941600363,7.671101541003736,128,0.053116079724410285
True,0.8437575829957495,7.589593791999505,127,0.05353838261114092
True,0.8564981660019839,7.602463708004507,128,0.05311783891340569
True,0.9284372499969322,7.686851916994783,127,0.053638211642840085
True,0.8471114159983699,7.605877916001191,128,0.05321863385828993
True,0.6123903749976307,4.914149249998445,79,0.05515075480770275
True,0.3042412080030772,7.44995608300087,128,0.056265471456675535
True,0.27733312499913154,4.425748916997691,79,0.05318481784613537
True,0.3102572499992675,5.36186437500146,79,0.06476419391028451
True,0.30046766699524596,6.910254124995845,127,0.052458622682544434
True,0.3024535000004107,6.912983290996635,128,0.05205141567713563
True,0.31385175000468735,6.923616167005093,128,0.05204538911023942
True,0.5055238749991986,7.100752332997217,127,0.052343082999984275
True,0.6387585830016178,7.223886250001669,128,0.05185139895275631
True,0.5729341249971185,7.135210209002253,128,0.051671465228386886
True,0.5700387089964352,7.13923262499884,128,0.051725936346475626
True,0.2736600839998573,6.906646167000872,128,0.05222823687402374
True,0.45240533399919514,4.708615583993378,79,0.0545667980768485
True,0.86079016700387,4.571224459003133,79,0.04756967041024696
True,1.775096958001086,5.370537624999997,79,0.04609539316665271
True,1.8159632500028238,6.406168957997579,79,0.05884879112813789
True,0.5769105840008706,7.140144417004194,127,0.05208915740478828
True,0.47676204199524364,7.172030208996148,128,0.052718646984259085
True,0.47591908300091745,7.172370375003084,128,0.05272796292915091
True,0.44285679099994013,7.118401790998178,127,0.052980515873001885
True,0.855352042002778,7.231541208006092,128,0.05020621390553791
True,1.0135500420001335,7.202434457998606,128,0.04873137335431869
True,0.8153328330008662,7.048630917000992,128,0.04908108727559154
True,0.8323587499980931,7.070204165996984,128,0.04911689303936134
True,0.8331797920036479,7.069702875000075,127,0.04949621494441609
True,0.8314637079965905,7.0861673330000485,128,0.049249634842546915
True,1.4345047079987125,7.6882230409974,128,0.04924187663778494
True,1.5183509999988019,7.8077757919963915,128,0.04952302985824874
True,1.7034897500052466,7.78086358300061,128,0.04785333726768003
True,1.8176847079957952,8.152754124996136,128,0.04988243635433339
True,1.6957262079959037,8.031120125000598,128,0.04988499147247791
True,2.2436861250025686,8.170622375000676,127,0.04703917658728656
True,0.7177790839996305,4.682467250000627,79,0.05082933546155124
True,0.6187853329975042,4.808312499997555,79,0.05371188675641091
True,0.402465334002045,7.124001750002208,128,0.05292548359055246
True,0.3058229169982951,7.042685374995926,128,0.053046161086595524
True,0.42787816700001713,7.162508583998715,127,0.05344944775395792
True,0.3053690419983468,7.048448166999151,128,0.053095111220478775
True,0.4762159169986262,4.586168166999414,79,0.052691695512830615
True,0.3143043329982902,6.994677374997991,128,0.05260136253543072
True,0.3354007919988362,6.994580916994892,127,0.05285063591266711
True,0.34938925000460586,6.97812929200154,128,0.052194803480290826
True,0.401562750004814,7.203857666005206,128,0.053561377291341666
True,0.3506472090011812,7.162208624999039,128,0.05363434185825085
True,0.3275882499947329,4.486765957997704,79,0.05332279112824322
True,0.34445208300166996,7.114165000006324,127,0.053727880293687726
True,0.32790920799743617,7.153585332998773,128,0.05374548129922312
True,0.2653047499989043,7.220588290998421,128,0.054766012133854465
True,1.419051707998733,5.01339816700056,79,0.046081364858997775
True,0.8533939589979127,4.510190417000558,79,0.04688200587182879
True,0.31085704200086184,6.526573750001262,128,0.04894265124409764
True,0.303507290998823,6.4969803749991115,127,0.049154548285716575
True,0.5140075420058565,6.602254792000167,128,0.04793895472436465
True,0.32704345799720613,6.422917042000336,128,0.047999004598449836
True,0.6806581249984447,6.67236095899716,128,0.04717876247243083
True,0.45514416699734284,6.421895332998247,128,0.04698229264567641
True,0.4189247499962221,6.417872250000073,128,0.047235807086644495
True,0.48614820900547784,6.3467899590032175,128,0.04614678543305307
True,0.5740708340017591,6.432800374997896,128,0.04613172866926092
True,0.5734114159931778,6.4338830829947256,127,0.04651167989683768
True,0.4964810410019709,6.374650750003639,128,0.04628480085828085
True,1.030271958996309,6.660728249997192,127,0.044686161039689545
True,0.5063561249990016,6.229312417002802,127,0.045420288031776196
True,0.8362844590010354,6.635150750000321,128,0.045660364496057364
